train/final_reward/player1,train/fitness/top_gen_agent_6,train/fitness/top_gen_agent_8,train/lagrangian/mu2_opponent,train/fitness/top_overall_agent_3,coop_coin/2,train/lagrangian/constraint_slack_shaper,train/total_reward/player_1,train/lagrangian/v_ref_shaper,train/fitness/top_gen_agent_3,train/fitness/gen_std,ratio/1,train/total_reward/player_2,_timestamp,train/time/minutes,coop_coin/1,total_coin/1,train/lagrangian/mu1_shaper,train/lagrangian/v_ref_opponent,train/fitness/top_overall_agent_4,train/reward_per_timestep/player_2,train/fitness/top_gen_agent_7,train/fitness/top_gen_agent_1,defect_coin/1,num_soft_resets,train/final_reward/player2,defect_coin/2,interactions/1,train/time/seconds,train/fitness/top_gen_mean,_runtime,train/fitness/lagrangian,train/fitness/top_overall_agent_2,train/fitness/player_1,train/fitness/top_gen_agent_4,train/fitness/top_overall_agent_5,train/fitness/top_overall_agent_8,ratio/2,train/fitness/top_overall_std,train/fitness/top_overall_agent_1,train/fitness/top_overall_agent_6,train/fitness/top_gen_agent_2,_step,total_coin/2,train/reward_per_timestep/player_1,train/fitness/player_2,train/fitness/top_gen_std,train_iteration,interactions/2,train/welfare/mean,train/fitness/top_overall_agent_7,train/lagrangian/constraint_slack_opponent,train/fitness/top_gen_agent_5,train/fitness/top_overall_mean,run_name,run_id,seed
1.4208792448043823,0.04952993616461754,0.04948652163147926,0.05523782243430614,0.05021006613969803,0.40179142355918884,-5.54974896594882,779.07861328125,5.56,0.05021006613969803,0.0013481947826221585,0.3603072762489319,2752.54931640625,1774596863.8783708,2.033595287799835,0.6307622194290161,1.7504388093948364,0.0554974896594882,5.56,0.05015218257904053,0.03621775656938553,0.04951073229312897,0.05044236779212952,1.1196765899658203,627.2929077148438,5.94856595993042,1.7316920757293701,15272.146484375,122.01571869850159,0.04996296763420105,132.842565502,0.04646879434585571,0.05033037066459656,0.010251034051179886,0.05015218257904053,0.0500415563583374,0.04948652163147926,0.18816444277763367,0.00036859186366200447,0.05044236779212952,0.04952993616461754,0.05033037066459656,0,2.133483409881592,0.010251034051179886,0.03621775656938553,0.00036859186366200447,0,14451.4384765625,0.04646879434585571,0.04951073229312897,-5.523782243430614,0.0500415563583374,0.04996296763420105,run-seed-2,n2ejcavl,2
1.425586223602295,-0.5619866847991943,-0.5622310638427734,0.11047684620022773,0.05021006613969803,0.41541337966918945,-5.549647459238767,786.7930908203125,5.56,-0.5608466863632202,0.0020184791646897793,0.3633515238761902,2743.41943359375,1774596962.0026093,3.6728981455167133,0.6378457546234131,1.7549262046813965,0.11099396425187587,5.56,0.05015218257904053,0.03609762340784073,-0.562179446220398,-0.5582890510559082,1.1170804500579834,630.17236328125,5.965632438659668,1.7595629692077637,15568.66796875,220.37389063835144,-0.5611902475357056,230.966892522,-0.5666696429252625,0.05033037066459656,0.010352540761232376,-0.5615962743759155,0.0500415563583374,0.04948652163147926,0.19075369834899902,0.00036859186366200447,0.05044236779212952,0.04952993616461754,-0.5604773759841919,1,2.174976348876953,0.010352540761232376,0.03609762340784073,0.001246477011591196,1,14436.98046875,0.046450160443782806,0.04951073229312897,-5.523902376592159,-0.5619151592254639,0.04996296763420105,run-seed-2,n2ejcavl,2
1.454874038696289,-1.1677749156951904,-1.1680283546447754,0.16567281902134418,0.05021006613969803,0.36373814940452576,-5.54882457986474,849.3319702148438,5.56,-1.1667736768722534,0.003044330747798085,0.37149345874786377,3070.6064453125,1774597043.772995,5.035728053251902,0.68857741355896,1.8521137237548828,0.16648221005052327,5.56,0.05015218257904053,0.04040271416306496,-1.1678160429000854,-1.1664292812347412,1.163536548614502,713.0325927734375,6.834198474884033,1.6813549995422363,14206.77734375,302.14368438720703,-1.1671890020370483,312.73728871,-1.174095630645752,0.05033037066459656,0.011175420135259628,-1.1667747497558594,0.0500415563583374,0.04948652163147926,0.1776849776506424,0.00036859186366200447,0.05044236779212952,0.04952993616461754,-1.1665091514587402,2,2.045093059539795,0.011175420135259628,0.040402717888355255,0.0005991010693833232,2,14395.234375,0.051578134298324585,0.04951073229312897,-5.519597282111644,-1.167405605316162,0.04996296763420105,run-seed-2,n2ejcavl,2
1.6976330280303955,-1.7671072483062744,-1.7673171758651733,0.22079282788336274,0.05021006613969803,0.30509114265441895,-5.547231522798538,970.4042358398438,5.56,-1.7660592794418335,0.003994440194219351,0.3923801779747009,3647.9326171875,1774597125.6432364,6.400234055519104,0.8137311339378357,2.071108341217041,0.22195452527850865,5.56,0.05015218257904053,0.04799911379814148,-1.7672553062438965,-1.7648264169692993,1.2573771476745605,866.501708984375,7.965571403503418,1.5401887893676758,9964.337890625,384.01404452323914,-1.7664601802825928,394.607528762,-1.775936484336853,0.05033037066459656,0.012768477201461792,-1.7668142318725586,0.0500415563583374,0.04948652163147926,0.16501536965370178,0.00036859186366200447,0.05044236779212952,0.04952993616461754,-1.7652976512908936,3,1.8452800512313843,0.012768477201461792,0.04799911379814148,0.0008935957448557019,3,14502.8173828125,0.06076759099960327,0.04951073229312897,-5.512000886201858,-1.7670042514801025,0.04996296763420105,run-seed-2,n2ejcavl,2
2.0329551696777344,-2.359105110168457,-2.3596460819244385,0.2758157880157232,0.05021006613969803,0.291635125875473,-5.544623318538069,1168.6278076171875,5.56,-2.357309579849243,0.005552215967327356,0.4126517176628113,4385.5029296875,1774597207.483974,7.764247739315033,0.9343404769897461,2.2604756355285645,0.27740075846388934,5.56,0.05015218257904053,0.05770398676395416,-2.359164237976074,-2.353630304336548,1.3261351585388184,1076.0240478515625,10.04971981048584,1.5123541355133057,5562.2314453125,465.8548655509949,-2.357644557952881,476.448234228,-2.372441053390503,0.05033037066459656,0.015376681461930275,-2.357869863510132,0.0500415563583374,0.04948652163147926,0.16093318164348602,0.00036859186366200447,0.05044236779212952,0.04952993616461754,-2.35621976852417,4,1.8039891719818115,0.015376681461930275,0.05770398676395416,0.001839804113842547,4,14624.8369140625,0.07308066636323929,0.04951073229312897,-5.5022960132360454,-2.358212947845459,0.04996296763420105,run-seed-2,n2ejcavl,2
2.3343043327331543,-2.9489102363586426,-2.9503746032714844,0.33070946127772327,0.05021006613969803,0.20192976295948029,-5.543420230448246,1260.0626220703125,5.56,-2.9477908611297607,0.006406117230653763,0.41254839301109314,5368.0830078125,1774597289.304162,9.127939633528392,0.964023232460022,2.3304190635681152,0.3328349607683718,5.56,0.05015218257904053,0.07063266634941101,-2.949765920639038,-2.944744110107422,1.3663957118988037,1303.1549072265625,11.69249153137207,1.4694693088531494,3134.764892578125,547.6763792037964,-2.9480583667755127,558.268212865,-2.964590549468994,0.05033037066459656,0.016579769551753998,-2.9486470222473145,0.0500415563583374,0.04948652163147926,0.12033389508724213,0.00036859186366200447,0.05044236779212952,0.04952993616461754,-2.9453721046447754,5,1.6713988780975342,0.016579769551753998,0.07063267379999161,0.0018798375967890024,5,14884.1328125,0.08721243590116501,0.04951073229312897,-5.489367326200008,-2.948861837387085,0.04996296763420105,run-seed-2,n2ejcavl,2
2.5281238555908203,-3.538177251815796,-3.5387730598449707,0.38549325360059733,0.05021006613969803,0.16759717464447021,-5.5417637167870994,1385.95751953125,5.56,-3.535170316696167,0.009505581110715866,0.41610607504844666,6203.17822265625,1774597371.1004088,10.49119966030121,0.997707724571228,2.3873863220214844,0.38825259793624284,5.56,0.05015218257904053,0.08162076771259308,-3.5381808280944824,-3.5307047367095947,1.389678716659546,1503.6690673828125,13.362911224365234,1.4164429903030396,1706.2900390625,629.4719808101654,-3.535754919052124,640.064724146,-3.556387424468994,0.05033037066459656,0.018236283212900162,-3.535940170288086,0.0500415563583374,0.04948652163147926,0.10555728524923325,0.00036859186366200447,0.05044236779212952,0.04952993616461754,-3.5310428142547607,6,1.5840401649475098,0.018236283212900162,0.08162076771259308,0.0030457850079983473,6,15001.6796875,0.09985704720020294,0.04951073229312897,-5.4783792322874065,-3.5380501747131348,0.04996296763420105,run-seed-2,n2ejcavl,2
2.844264507293701,-4.121852874755859,-4.122057914733887,0.44014048564732067,0.05021006613969803,0.14557424187660217,-5.5394632159173485,1560.795654296875,5.56,-4.119213104248047,0.01012191642075777,0.4281613826751709,7241.0361328125,1774597452.8826017,11.854233002662658,1.1139634847640991,2.59132981300354,0.44364723009541635,5.56,0.05015218257904053,0.09527678787708282,-4.121912479400635,-4.1166839599609375,1.4773664474487305,1761.839111328125,15.856706619262695,1.3582366704940796,937.908447265625,711.253981590271,-4.120318412780762,721.846900031,-4.141510963439941,0.05033037066459656,0.02053678408265114,-4.121203422546387,0.0500415563583374,0.04948652163147926,0.0966363474726677,0.00036859186366200447,0.05044236779212952,0.04952993616461754,-4.118054389953613,7,1.5038108825683594,0.02053678408265114,0.09527679532766342,0.001930824015289545,7,15288.990234375,0.11581357568502426,0.04951073229312897,-5.464723204672336,-4.12156867980957,0.04996296763420105,run-seed-2,n2ejcavl,2
3.230499029159546,-4.698209762573242,-4.698700904846191,0.4946476896941661,0.05021006613969803,0.15586230158805847,-5.536291768252849,1801.82568359375,5.56,-4.696727752685547,0.01035513635724783,0.448398232460022,8305.2490234375,1774597534.7466967,13.218642552693685,1.3295009136199951,2.9528489112854004,0.49901014777794483,5.56,0.05015218257904053,0.10927959531545639,-4.698434829711914,-4.693119049072266,1.6233478784561157,2042.19091796875,17.696277618408203,1.3604788780212402,487.3052978515625,793.1185545921326,-4.696956634521484,803.710944871,-4.722255706787109,0.05033037066459656,0.02370823174715042,-4.69721794128418,0.0500415563583374,0.04948652163147926,0.1024274230003357,0.00036859186366200447,0.05044236779212952,0.04952993616461754,-4.69553279876709,8,1.5163410902023315,0.02370823174715042,0.10927959531545639,0.0017407599370926619,8,15397.9677734375,0.1329878270626068,0.04951073229312897,-5.450720404684543,-4.697710990905762,0.04996296763420105,run-seed-2,n2ejcavl,2
3.5491323471069336,-5.28184700012207,-5.282886505126953,0.5490254549533128,0.05021006613969803,0.16395416855812073,-5.5336110810190435,2005.557861328125,5.56,-5.275733947753906,0.010581542737782001,0.4661237597465515,9288.9833984375,1774597616.4819233,14.580895074208577,1.5714653730392456,3.3637728691101074,0.5543462585881352,5.56,0.05015218257904053,0.12222346663475037,-5.282377243041992,-5.2751383781433105,1.792307734489441,2299.76220703125,19.63706398010254,1.3623415231704712,270.5384521484375,874.8537058830261,-5.279020309448242,885.446150592,-5.302499294281006,0.05033037066459656,0.026388918980956078,-5.277731895446777,0.0500415563583374,0.04948652163147926,0.1067289412021637,0.00036859186366200447,0.05044236779212952,0.04952993616461754,-5.275196075439453,9,1.5262956619262695,0.026388918980956078,0.12222347408533096,0.003188922069966793,9,15463.4111328125,0.148612380027771,0.04951073229312897,-5.437776525914669,-5.281254768371582,0.04996296763420105,run-seed-2,n2ejcavl,2
